title,origin,language_rank
COPAS,1981 - NA,3668
CORAL 64,1964 - NA,3669
Coral++,1993 - NA,3670
CORC,1963 - NA,3671
CosmicOS,2000 - NA,3672
COSMO,2001 - NA,3673
CQLF,1982 - NA,3674
CQL++,1992 - NA,3675
CSMP,1965 - NA,3676
CSP-OZ-DC,2002 - NA,3677
CSP-OZ,1997 - NA,3678
CSSA,1979 - NA,3679
Culler-Fried System,1961 - Glenn Culler and Burton Fried,3680
CuPit-2,1997 - NA,3681
cuscus,2019 - Mariana Marasoiu and Detlef Nauck and Alan F. Blackwell,3682
CypherText,1970 - NA,3683
D4,2001 - NA,3684
DAG,1989 - NA,3685
DAP-Algol,1985 - NA,3686
DartCVL,1995 - NA,3687
DATA-TEXT,1967 - NA,3688
DATAN,1966 - NA,3689
DEACON,1962 - NA,3690
DeBuMa,1988 - NA,3691
DEM,1996 - NA,3692
DESCRIPTRAN,1963 - NA,3693
DETAB/65,1964 - NA,3694
DETAB-X,1960 - NA,3695
DETAP,1965 - NA,3696
Deva,1993 - NA,3697
DFL,1983 - NA,3698
DIAMAG,1966 - NA,3699
DIGRAF,1977 - NA,3700
Diplans,1988 - NA,3701
Distributed Processes,1978 - NA,3702
DITRAN,1967 - NA,3703
DITROFF/FFORTID,1985 - NA,3704
DITROFF,1982 - NA,3705
DMAP,1975 - NA,3706
DOE Macsyma,1984 - NA,3707
DOLPHIN,1970 - NA,3708
DOWL,1993 - NA,3709
DPRL,1990 - NA,3710
DRL,1997 - NA,3711
DROL,2000 - NA,3712
DSL/90,1965 - NA,3713
DYSTAL,1965 - NA,3714
EAS-E,1983 - NA,3715
EASL,1966 - NA,3716
EASY ENGLISH,1968 - NA,3717
Eclectic CSP,2000 - NA,3718
ECT,1971 - NA,3719
Edinburgh LCF,1979 - NA,3720
EDSAC Initial Orders,1948 - David Wheeler and Maurice Wilkes and Stanley Gill,3721
EDSIM,1977 - NA,3722
EDUCE*,1990 - NA,3723
EGS4,1985 - NA,3724
EL1,1970 - NA,3725
Ellie,1990 - NA,3726
ELMOL,1970 - NA,3727
EPILOG,1981 - NA,3728
EQLog,1986 - NA,3729
EQUATE,1991 - NA,3730
ERROL,1983 - NA,3731
Etude,1979 - NA,3732
FAC,1986 - NA,3733
FAD,1987 - NA,3734
FCPU,1970 - NA,3735
Fickle,2000 - NA,3736
FLENG++,1989 - NA,3737
flexbuffers,2014 - NA,3738
Flora,1995 - NA,3739
foogol,1985 - NA,3740
FORAL LP,1978 - NA,3741
FORAL,1975 - NA,3742
FORALL,1980 - NA,3743
Fork95,1995 - NA,3744
FORMS/3,1990 - NA,3745
Fortran 8x,1989 - NA,3746
FORTRAN CEP,1963 - NA,3747
Fortran D,1991 - NA,3748
FORTRAN II,1958 - NA,3749
Fortran M,1992 - NA,3750
FP2,1986 - NA,3751
FRAN,1997 - NA,3752
g-2,1992 - NA,3753
Gargoyle,1964 - NA,3754
GASP II,1967 - NA,3755
GAT,1959 - NA,3756
GaussFit,1986 - NA,3757
GCP,1985 - NA,3758
GDPL,1984 - NA,3759
Gedanken,1969 - NA,3760
Generic Haskell,2000 - NA,3761
GENTRAN 90,1990 - NA,3762
GENTRAN,1984 - NA,3763
GCC GIMPLE,2003 - NA,3764
gitignore,2005 - Linus Torvalds,3765
GKS,1983 - NA,3766
GLIDE,1977 - NA,3767
GLU,1995 - NA,3768
Glue-Nail,1991 - NA,3769
GPDS,1970 - NA,3770
GPGS,1977 - NA,3771
GPSS/360,1967 - NA,3772
GPSS FORTRAN,1976 - NA,3773
GQL,1980 - NA,3774
GRAD Assistant,1965 - NA,3775
GraphLog,1988 - NA,3776
GRAPHOS,1972 - NA,3777
Graqula,1993 - NA,3778
GROUPLOG,2000 - NA,3779
GSBL,1988 - NA,3780
GVL,1990 - NA,3781
GXL,2000 - NA,3782
Gypsy,1976 - NA,3783
Hank,1996 - NA,3784
Haskell#,1991 - NA,3785
HASL,1982 - NA,3786
HERAKLIT,1987 - NA,3787
Hermes,1990 - NA,3788
HiQ,1998 - NA,3789
HMSL,1980 - NA,3790
HOL,1985 - NA,3791
HOLCF,1994 - NA,3792
honu,2012 - NA,3793
HP-PASCAL,1984 - NA,3794
HPRL,1982 - NA,3795
HSL,1991 - NA,3796
HSML,1998 - NA,3797
HTEL,1999 - NA,3798
HYPAC,1970 - NA,3799
Hyperflow,1993 - NA,3800
Hyperlisp,1971 - NA,3801
Hyperlog,1996 - NA,3802
HYTRAN,1963 - NA,3803
IAM,1968 - NA,3804
IB-Templog,1987 - NA,3805
IBM Logo,1983 - NA,3806
ICETRAN,1965 - NA,3807
ICOT,1995 - NA,3808
IMP72,1972 - NA,3809
Industrial Modeling and Programming Language,2019 - NA,3810
INMAGIC,1983 - NA,3811
Inscan,1968 - NA,3812
INTERCELLAS,1977 - NA,3813
InterCONS,1995 - NA,3814
Interlisp-VAX,1981 - NA,3815
IPL-V,1957 - NA,3816
IQF,1975 - NA,3817
Isabelle-91,1991 - NA,3818
Isabelle/HOL,1997 - NA,3819
ISIS,1995 - NA,3820
ISPL,1971 - NA,3821
IVTRAN,1966 - NA,3822
JACAL,2008 - NA,3823
jBC,1989 - NA,3824
JFugue,2002 - NA,3825
JMSL,1986 - NA,3826
JOSS II,1965 - NA,3827
JSyn,2010 - NA,3828
Juno,1985 - NA,3829
KAIL,1976 - NA,3830
Kaleidoquery,1998 - NA,3831
Kaleidoscope'90,1990 - NA,3832
Kaleidoscope'91,1991 - NA,3833
KEE,1984 - NA,3834
KEK-NODAL,1985 - NA,3835
kew,2004 - NA,3836
KeyKit,1995 - NA,3837
Kiev,2002 - NA,3838
King Kong,1991 - NA,3839
KL-ONE,1977 - NA,3840
KLIPA,1960 - NA,3841
KRL-0,1977 - NA,3842
KRS,1987 - NA,3843
KRYPTON,1983 - NA,3844
Kvikkalkul,2003 - NA,3845
Kylix,2000 - NA,3846
LABTRAN,1972 - NA,3847
Larch,1985 - NA,3848
LAURE,1989 - NA,3849
LCF,1972 - NA,3850
LCL,1991 - NA,3851
LDL1,1987 - NA,3852
LEGOL,1974 - NA,3853
Leogo,1997 - NA,3854
Leopard,2007 - NA,3855
LGDF,1986 - NA,3856
Libra,2020 - NA,3857
Lincoln Reckoner,1965 - NA,3858
Lingua Graphica,1992 - NA,3859
LiSEB,1994 - NA,3860
LISP A,1968 - NA,3861
LOCS,1965 - NA,3862
Logicon,1986 - NA,3863
LOGIST,1980 - NA,3864
Logres,1990 - NA,3865
LogScheme,1990 - NA,3866
Lola-2,1994 - Niklaus Wirth,3867
LOTIS,1969 - NA,3868
LOTOS,1989 - NA,3869
LPL,1973 - NA,3870
LRLTRAN,1968 - NA,3871
Lucinda,1991 - NA,3872
M-LISP,1991 - NA,3873
MacAims,1968 - NA,3874
MACE,1989 - NA,3875
Machiavelli,1989 - NA,3876
Macro SPITBOL,1971 - NA,3877
Magma2,1984 - NA,3878
magritte,2019 - Jeanine Adkisson,3879
MALUS,1970 - NA,3880
ManuScript,2009 - NA,3881
MAP,1960 - NA,3882
Marlais,1995 - NA,3883
Mary/2,1984 - NA,3884
MASIM,1985 - NA,3885
Mathsy,1980 - NA,3886
MATRIX PASCAL,1983 - NA,3887
MCOBOL,1980 - NA,3888
MDBS-QRS,1981 - NA,3889
MEDIC,1980 - NA,3890
Megalog,1991 - NA,3891
Mercury Programming System,1960 - NA,3892
Meroon,1991 - NA,3893
Meta-Assembler,1977 - NA,3894
META/LISP,1970 - NA,3895
MetaML,1997 - NA,3896
METAPI,1967 - NA,3897
METASIM,1973 - NA,3898
METATEM,1989 - NA,3899
Micro-flowcharts,1959 - NA,3900
MICRODARE,1979 - NA,3901
microTAL,1981 - NA,3902
MiKe,2022 - NA,3903
Mini-ML,1986 - NA,3904
MINION,1989 - NA,3905
MINIVITAL,1974 - NA,3906
MINOPT,1998 - NA,3907
MIRAGER,1971 - NA,3908
Miranim,1985 - NA,3909
MIRFAC,1962 - NA,3910
Mizar,1973 - NA,3911
MLISP2,1972 - NA,3912
mmsearch,2001 - NA,3913
MOBL,1960 - NA,3914
MODCAP,1978 - NA,3915
MODLISP,1980 - NA,3916
MODSIM III,1996 - NA,3917
Modula-P,1992 - NA,3918
Modula/R,1983 - NA,3919
Modular Prolog,1992 - NA,3920
Molog,1987 - NA,3921
MORPHISM,1965 - NA,3922
MOUSE4,1978 - NA,3923
Moxie,1984 - NA,3924
MPGS,1972 - NA,3925
MRDB,1976 - NA,3926
MS2,1967 - NA,3927
MSG.84,1985 - NA,3928
muFP,1984 - NA,3929
Mul-T,1989 - NA,3930
Multigame,1994 - NA,3931
MUMS,1976 - NA,3932
MUNIN,1989 - NA,3933
MuSimp,1978 - NA,3934
MVL,1993 - NA,3935
NAPSS,1965 - NA,3936
NARPL,1989 - NA,3937
Nassi-Shneiderman charts,1972 - NA,3938
NDL,2007 - NA,3939
Ness,1989 - NA,3940
Netform,1974 - NA,3941
Network Control Language,1978 - NA,3942
NeuronC,1992 - NA,3943
NFQL,1989 - NA,3944
NIKL,1986 - NA,3945
NOAH,1982 - NA,3946
Noodle,1993 - NA,3947
NOP-2,2001 - NA,3948
NPL,1963 - NA,3949
Numerica,1997 - NA,3950
Oaklisp,1986 - NA,3951
OBJ2,1984 - NA,3952
Objectcharts,1992 - NA,3953
ObjectWorld,1993 - NA,3954
ObjVProlog,1989 - NA,3955
OBSCURE,1985 - NA,3956
Occam 2,1987 - NA,3957
Octopus,1993 - NA,3958
O'Haskell,2002 - NA,3959
OLGA,1985 - NA,3960
OLI,1997 - NA,3961
OMNIMARK,1980 - NA,3962
OMNITAB 80,1980 - NA,3963
OOPAL,2002 - NA,3964
OpenMusic,2019 - NA,3965
OPS-3,1965 - NA,3966
OPS,1970 - NA,3967
OREGANO,1969 - NA,3968
Orlog,1992 - NA,3969
OSIRIS,1970 - NA,3970
OSL/2,1970 - NA,3971
Ottawa Euclid,1984 - NA,3972
Otter,1988 - NA,3973
OWL DL,2007 - NA,3974
P-Prolog,1986 - NA,3975
P-TAC,1989 - NA,3976
P3L,1998 - NA,3977
PACOL,1974 - NA,3978
PADL-1,1978 - NA,3979
PaiLisp,1986 - NA,3980
Palingol,1996 - NA,3981
PANCODE,1982 - NA,3982
PANON-1,1963 - NA,3983
PANON-1B,1965 - NA,3984
Parallel ELLPACK,1983 - NA,3985
Parallel Pascal,1984 - NA,3986
ParaLog_e,1997 - NA,3987
ParMod,1987 - NA,3988
Pascal Plus,1979 - NA,3989
Pascal-SC,1982 - NA,3990
PASION,1986 - NA,3991
PASRO,1985 - NA,3992
Path Pascal,1978 - NA,3993
PCN,1992 - NA,3994
PCOL,1986 - NA,3995
pC++,1991 - NA,3996
Partial Differential Equation Language,1968 - NA,3997
PDL/Ada,1981 - NA,3998
PDL,1973 - NA,3999
Pebble,1984 - NA,4000
PEI,1994 - NA,4001
PEP,1984 - NA,4002
PFORT,1975 - NA,4003
Pfortran,1992 - NA,4004
pGOLOG,2000 - NA,4005
PHYSICTRAN,1971 - NA,4006
Pi Calculus,1991 - NA,4007
PICTOL,1975 - NA,4008
PICTUREBALM,1980 - NA,4009
PiLib,2002 - NA,4010
PL/EXUS,1973 - NA,4011
PLANIT,1967 - NA,4012
PLANNER-73,1973 - NA,4013
Playground,1989 - NA,4014
Pocket Smalltalk,1999 - NA,4015
POGOL,1973 - NA,4016
POLAC,1975 - NA,4017
Polylith,1983 - NA,4018
PolyP,1997 - NA,4019
PolyTOIL,1994 - NA,4020
POPSY,1986 - NA,4021
PORT-ALG,1973 - NA,4022
PRAXIS,1980 - NA,4023
PRESTO,1987 - NA,4024
Principle of sufficient reason,1975 - NA,4025
PRISM,1983 - NA,4026
Prisma Schema Language,2019 - NA,4027
PROCOL,1991 - NA,4028
PROGRES,1991 - NA,4029
Prolog-D-Linda,1990 - NA,4030
Prolog-ELF,1985 - NA,4031
Prolog III,1984 - NA,4032
Prolog/KR,1984 - NA,4033
Prolog-Linda,1989 - NA,4034
PROPLAN,1977 - NA,4035
PROTOS-L,1989 - NA,4036
PROW,1969 - NA,4037
pSather,1991 - NA,4038
PSG,1969 - NA,4039
PSL,1979 - NA,4040
PT,1983 - NA,4041
PUMPKIN,1974 - NA,4042
Q-GERT,1979 - NA,4043
QA4,1967 - NA,4044
QLISP,1988 - NA,4045
Qunity,2022 - NA,4046
Quty,1984 - NA,4047
rbasic,1985 - Mike Welch,4048
REC/SM,1980 - NA,4049
RECOL,1963 - NA,4050
REF-ARF,1970 - NA,4051
RefLisp,1988 - NA,4052
REGENT,1971 - NA,4053
Relationlog,2001 - NA,4054
RELFUN,1986 - NA,4055
RF-Maple,1984 - NA,4056
RHET,1990 - NA,4057
RIGAL,1987 - NA,4058
ROL,1996 - NA,4059
ROL2,1999 - NA,4060
S-Snobol,1978 - NA,4061
SHOE,2000 - NA,4062
SIL,1990 - Niels Houbak,4063
sina,1989 - NA,4064
SSL,1994 - NA,4065
Static Typescript,2019 - NA,4066
SURGE,1958 - NA,4067
taktentus,2015 - NA,4068
VoxML,1998 - NA,4069
Very Tiny Language,1976 - Garry Shannon and Frank McCoy,4070
wizml,1997 - NA,4071
Wolontis-Bell Interpreter,1955 - NA,4072
xl,1977 - NA,4073
XQL,1999 - Jonathan Robie,4074
